172.20.10.118 - - [24/Oct/2013:10:40:13 +0200] "GET /services/EntitlementPolicyAdminService.EntitlementPolicyAdminServiceHttpsSoap11Endpoint/ HTTP/1.1" 500 232 "-" "Synapse-PT-HttpComponents-NIO"
172.20.10.118 - - [24/Oct/2013:10:41:08 +0200] "GET /services/EntitlementPolicyAdminService.EntitlementPolicyAdminServiceHttpsSoap11Endpoint/ HTTP/1.1" 500 232 "-" "Synapse-PT-HttpComponents-NIO"
172.20.10.118 - - [24/Oct/2013:10:54:41 +0200] "GET /services/EntitlementPolicyAdminService.EntitlementPolicyAdminServiceHttpsSoap11Endpoint/ HTTP/1.1" 500 232 "-" "Synapse-PT-HttpComponents-NIO"
172.20.100.127 - - [24/Oct/2013:11:07:07 +0200] "GET /carbon/admin/login.jsp HTTP/1.1" 200 3629 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/jquery-1.5.2.min.js HTTP/1.1" 200 30375 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/jquery.form.js HTTP/1.1" 200 6750 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/dialog/js/jqueryui/jquery-ui.min.js HTTP/1.1" 200 25705 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/jquery.cookie.js HTTP/1.1" 200 1529 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/jquery.validate.js HTTP/1.1" 200 10290 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/jquery.ui.core.min.js HTTP/1.1" 200 1996 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/customControls.js HTTP/1.1" 200 1193 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/WSRequest.js HTTP/1.1" 200 12981 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/jquery.ui.tabs.min.js HTTP/1.1" 200 3594 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/yui/build/animation/animation-min.js HTTP/1.1" 200 4768 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/dialog/js/dialog.js HTTP/1.1" 200 2127 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/cookies.js HTTP/1.1" 200 1136 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/main.js HTTP/1.1" 200 15361 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/jquery.ui.widget.min.js HTTP/1.1" 200 1344 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/admin/js/template.js HTTP/1.1" 200 3390 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
172.20.100.127 - - [24/Oct/2013:11:07:11 +0200] "GET /carbon/yui/build/yahoo-dom-event/yahoo-dom-event.js HTTP/1.1" 200 10684 "https://172.20.10.118:9445/carbon/admin/login.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
